"country","iso2c","id","year","membership","wdi_gdp_growth","wdi_npl_ratio","wdi_risk_premium_lending","wdi_domestic_credit","wdi_liquid_reserves_ratio","grouping"
"Cyprus","CY","CYP",2009,"SSM",-1.6661594643944,4.50936302926019,NA,302.985955387702,3.59110818066218,"Southeastern/Balkan Europe"
"Cyprus","CY","CYP",2010,"SSM",1.29999999999998,5.58175765736547,NA,315.751503006012,2.86457055967038,"Southeastern/Balkan Europe"
"Cyprus","CY","CYP",2011,"SSM",0.400000000000006,9.58746465614485,NA,327.97852108737,3.67450716325725,"Southeastern/Balkan Europe"
"Cyprus","CY","CYP",2012,"SSM",-2.40000000000001,18.6175629842874,NA,347.338066161782,4.47302500347915,"Southeastern/Balkan Europe"
"Cyprus","CY","CYP",2013,"SSM",-5.40000000000001,33.6843056304587,NA,335.815604985549,4.15936548925574,"Southeastern/Balkan Europe"
"Czech Republic","CZ","CZE",2005,"EU Non-SSM",6.4422622990608,3.9,3.82841666666667,39.836376739886,25.3477902536965,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2006,"EU Non-SSM",6.87654427048483,3.6,3.45803618833334,44.6037231001636,19.0543631148176,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2007,"EU Non-SSM",5.52926633866437,2.366,2.94982566703412,49.0151283241719,12.9455012738963,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2008,"EU Non-SSM",2.71095557025029,2.80546422987001,2.63170833333333,53.2720218880266,12.9318061208454,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2009,"EU Non-SSM",-4.84178529603683,4.57795308340495,4.69995833333333,57.729675480331,16.3006874571965,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2010,"EU Non-SSM",2.29508968719638,5.38606666822651,4.94106666666666,60.0294259660248,16.3602467909816,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2011,"EU Non-SSM",1.96377980664147,5.217252039537,4.88509566666666,64.3911485900244,15.5637815273172,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2012,"EU Non-SSM",-0.80840087995486,5.23947904730896,4.78991698331586,65.0296528253874,14.7775543255797,"Central and Eastern Europe"
"Czech Republic","CZ","CZE",2013,"EU Non-SSM",-0.70165250999986,5.19728134028281,NA,66.9742013479319,23.4668303756649,"Central and Eastern Europe"
"Germany","DE","DEU",2005,"SSM",0.706562386114513,4.05,NA,132.773802995883,1.37182582170923,"Western Europe"
"Germany","DE","DEU",2006,"SSM",3.7100032770191,3.41,NA,127.524223914317,1.33434562280067,"Western Europe"
